uuid,event_id,category,type,value,comment,to_ids,date,object_relation,attribute_tag,object_uuid,object_name,object_meta_category,event_info,event_member_org,event_source_org,event_distribution,event_threat_level_id,event_analysis,event_date,event_tag,event_timestamp
"5e4886d0-aa58-46fb-9e0d-49e10a0a020f",1156,"Network activity","ip-dst|port","199.188.200.112|443","",1,1581967401,"","kill-chain:Command and Control","","","","IRS Doc Malware","ORGNAME","laskowski-tech.com",3,"Low",0,"2020-02-16","misp-galaxy:mitre-attack-pattern=""Spearphishing Attachment - T1193"",misp-galaxy:mitre-attack-pattern=""Command-Line Interface - T1059"",misp-galaxy:mitre-attack-pattern=""PowerShell - T1086"",misp-galaxy:mitre-attack-pattern=""Scripting - T1064"",misp-galaxy:mitre-attack-pattern=""Registry Run Keys / Startup Folder - T1060"",misp-galaxy:mitre-attack-pattern=""BITS Jobs - T1197"",misp-galaxy:mitre-attack-pattern=""Commonly Used Port - T1043"",misp-galaxy:mitre-attack-pattern=""Standard Cryptographic Protocol - T1032"",tlp:white,maldoc",1597724439
"5e48871a-d484-402c-af72-4ce50a0a020f",1156,"Network activity","ip-dst|port","151.139.128.14|80","legitmate OCSP CRL server",0,1581967334,"","","","","","IRS Doc Malware","ORGNAME","laskowski-tech.com",3,"Low",0,"2020-02-16","misp-galaxy:mitre-attack-pattern=""Spearphishing Attachment - T1193"",misp-galaxy:mitre-attack-pattern=""Command-Line Interface - T1059"",misp-galaxy:mitre-attack-pattern=""PowerShell - T1086"",misp-galaxy:mitre-attack-pattern=""Scripting - T1064"",misp-galaxy:mitre-attack-pattern=""Registry Run Keys / Startup Folder - T1060"",misp-galaxy:mitre-attack-pattern=""BITS Jobs - T1197"",misp-galaxy:mitre-attack-pattern=""Commonly Used Port - T1043"",misp-galaxy:mitre-attack-pattern=""Standard Cryptographic Protocol - T1032"",tlp:white,maldoc",1597724439
"5e48880c-0c00-401e-9e4b-4b3474656a8a",1156,"Payload delivery","url","http://siliconmadeinhk.com/Server2_36B4.exe","",1,1581967386,"","kill-chain:Delivery","","","","IRS Doc Malware","ORGNAME","laskowski-tech.com",3,"Low",0,"2020-02-16","misp-galaxy:mitre-attack-pattern=""Spearphishing Attachment - T1193"",misp-galaxy:mitre-attack-pattern=""Command-Line Interface - T1059"",misp-galaxy:mitre-attack-pattern=""PowerShell - T1086"",misp-galaxy:mitre-attack-pattern=""Scripting - T1064"",misp-galaxy:mitre-attack-pattern=""Registry Run Keys / Startup Folder - T1060"",misp-galaxy:mitre-attack-pattern=""BITS Jobs - T1197"",misp-galaxy:mitre-attack-pattern=""Commonly Used Port - T1043"",misp-galaxy:mitre-attack-pattern=""Standard Cryptographic Protocol - T1032"",tlp:white,maldoc",1597724439
"5e48882f-b1c4-4e46-a8e1-4b2074656a8a",1156,"Network activity","domain","siliconmadeinhk.com","",1,1581967386,"","kill-chain:Delivery","","","","IRS Doc Malware","ORGNAME","laskowski-tech.com",3,"Low",0,"2020-02-16","misp-galaxy:mitre-attack-pattern=""Spearphishing Attachment - T1193"",misp-galaxy:mitre-attack-pattern=""Command-Line Interface - T1059"",misp-galaxy:mitre-attack-pattern=""PowerShell - T1086"",misp-galaxy:mitre-attack-pattern=""Scripting - T1064"",misp-galaxy:mitre-attack-pattern=""Registry Run Keys / Startup Folder - T1060"",misp-galaxy:mitre-attack-pattern=""BITS Jobs - T1197"",misp-galaxy:mitre-attack-pattern=""Commonly Used Port - T1043"",misp-galaxy:mitre-attack-pattern=""Standard Cryptographic Protocol - T1032"",tlp:white,maldoc",1597724439
"5e49291d-119c-48dd-83c5-4b5374656a8a",1156,"Network activity","domain","binupload.com","",1,1581967352,"","kill-chain:Command and Control","","","","IRS Doc Malware","ORGNAME","laskowski-tech.com",3,"Low",0,"2020-02-16","misp-galaxy:mitre-attack-pattern=""Spearphishing Attachment - T1193"",misp-galaxy:mitre-attack-pattern=""Command-Line Interface - T1059"",misp-galaxy:mitre-attack-pattern=""PowerShell - T1086"",misp-galaxy:mitre-attack-pattern=""Scripting - T1064"",misp-galaxy:mitre-attack-pattern=""Registry Run Keys / Startup Folder - T1060"",misp-galaxy:mitre-attack-pattern=""BITS Jobs - T1197"",misp-galaxy:mitre-attack-pattern=""Commonly Used Port - T1043"",misp-galaxy:mitre-attack-pattern=""Standard Cryptographic Protocol - T1032"",tlp:white,maldoc",1597724439
"5e4929ef-e944-47ed-91ea-472e74656a8a",1156,"Network activity","ip-dst","199.188.200.112","tied to  	
binupload.com",1,1581967352,"","kill-chain:Command and Control","","","","IRS Doc Malware","ORGNAME","laskowski-tech.com",3,"Low",0,"2020-02-16","misp-galaxy:mitre-attack-pattern=""Spearphishing Attachment - T1193"",misp-galaxy:mitre-attack-pattern=""Command-Line Interface - T1059"",misp-galaxy:mitre-attack-pattern=""PowerShell - T1086"",misp-galaxy:mitre-attack-pattern=""Scripting - T1064"",misp-galaxy:mitre-attack-pattern=""Registry Run Keys / Startup Folder - T1060"",misp-galaxy:mitre-attack-pattern=""BITS Jobs - T1197"",misp-galaxy:mitre-attack-pattern=""Commonly Used Port - T1043"",misp-galaxy:mitre-attack-pattern=""Standard Cryptographic Protocol - T1032"",tlp:white,maldoc",1597724439
"5e4ae75c-ecfc-49f8-8cf5-03f60a0a020f",1156,"Network activity","ip-dst","185.222.202.237","tied to siliconmadeinhk.com",1,1581967386,"","kill-chain:Delivery","","","","IRS Doc Malware","ORGNAME","laskowski-tech.com",3,"Low",0,"2020-02-16","misp-galaxy:mitre-attack-pattern=""Spearphishing Attachment - T1193"",misp-galaxy:mitre-attack-pattern=""Command-Line Interface - T1059"",misp-galaxy:mitre-attack-pattern=""PowerShell - T1086"",misp-galaxy:mitre-attack-pattern=""Scripting - T1064"",misp-galaxy:mitre-attack-pattern=""Registry Run Keys / Startup Folder - T1060"",misp-galaxy:mitre-attack-pattern=""BITS Jobs - T1197"",misp-galaxy:mitre-attack-pattern=""Commonly Used Port - T1043"",misp-galaxy:mitre-attack-pattern=""Standard Cryptographic Protocol - T1032"",tlp:white,maldoc",1597724439
"5e4ae7a3-e4f8-4bb2-859f-155674656a8a",1156,"Network activity","ip-dst","89.208.229.55","tied to siliconmadeinhk.com",1,1581967386,"","kill-chain:Delivery","","","","IRS Doc Malware","ORGNAME","laskowski-tech.com",3,"Low",0,"2020-02-16","misp-galaxy:mitre-attack-pattern=""Spearphishing Attachment - T1193"",misp-galaxy:mitre-attack-pattern=""Command-Line Interface - T1059"",misp-galaxy:mitre-attack-pattern=""PowerShell - T1086"",misp-galaxy:mitre-attack-pattern=""Scripting - T1064"",misp-galaxy:mitre-attack-pattern=""Registry Run Keys / Startup Folder - T1060"",misp-galaxy:mitre-attack-pattern=""BITS Jobs - T1197"",misp-galaxy:mitre-attack-pattern=""Commonly Used Port - T1043"",misp-galaxy:mitre-attack-pattern=""Standard Cryptographic Protocol - T1032"",tlp:white,maldoc",1597724439
"5e4ae7a3-47e4-4d8c-815b-155674656a8a",1156,"Network activity","ip-dst","172.105.81.149","tied to siliconmadeinhk.com",1,1581967386,"","kill-chain:Delivery","","","","IRS Doc Malware","ORGNAME","laskowski-tech.com",3,"Low",0,"2020-02-16","misp-galaxy:mitre-attack-pattern=""Spearphishing Attachment - T1193"",misp-galaxy:mitre-attack-pattern=""Command-Line Interface - T1059"",misp-galaxy:mitre-attack-pattern=""PowerShell - T1086"",misp-galaxy:mitre-attack-pattern=""Scripting - T1064"",misp-galaxy:mitre-attack-pattern=""Registry Run Keys / Startup Folder - T1060"",misp-galaxy:mitre-attack-pattern=""BITS Jobs - T1197"",misp-galaxy:mitre-attack-pattern=""Commonly Used Port - T1043"",misp-galaxy:mitre-attack-pattern=""Standard Cryptographic Protocol - T1032"",tlp:white,maldoc",1597724439
"5e4ae7a3-e910-4288-9170-155674656a8a",1156,"Network activity","ip-dst","172.105.154.72","tied to siliconmadeinhk.com",1,1581967386,"","kill-chain:Delivery","","","","IRS Doc Malware","ORGNAME","laskowski-tech.com",3,"Low",0,"2020-02-16","misp-galaxy:mitre-attack-pattern=""Spearphishing Attachment - T1193"",misp-galaxy:mitre-attack-pattern=""Command-Line Interface - T1059"",misp-galaxy:mitre-attack-pattern=""PowerShell - T1086"",misp-galaxy:mitre-attack-pattern=""Scripting - T1064"",misp-galaxy:mitre-attack-pattern=""Registry Run Keys / Startup Folder - T1060"",misp-galaxy:mitre-attack-pattern=""BITS Jobs - T1197"",misp-galaxy:mitre-attack-pattern=""Commonly Used Port - T1043"",misp-galaxy:mitre-attack-pattern=""Standard Cryptographic Protocol - T1032"",tlp:white,maldoc",1597724439
